ecdsa-secp384,P-384,,ecdsa-secp384,mlkem768,,mldsa65,P-384,,mldsa65,mlkem768,,sphincssha2192fsimple,P-384,,sphincssha2192fsimple,mlkem768,,sphincssha2192ssimple,P-384,,sphincssha2192ssimple,mlkem768,
341,"2,44","139,75",425,"1,58","268,99",386,"1,83","210,93",487,"0,60","811,67",227,"1,95","116,41",226,"1,17","193,16",24,"0,15","160,00",24,"0,07","342,86"
325,"2,30","141,30",289,"1,00","289,00",377,"1,85","203,78",496,"0,57","870,18",228,"1,88","121,28",244,"1,22","200,00",25,"0,17","147,06",24,"0,06","400,00"
336,"2,48","135,48",424,"1,59","266,67",262,"1,19","220,17",472,"0,59","800,00",147,"1,33","110,53",244,"1,23","198,37",23,"0,15","153,33",23,"0,08","287,50"
344,"2,38","144,54",423,"1,59","266,04",380,"1,91","198,95",492,"0,60","820,00",225,"1,91","117,80",165,"0,87","189,66",24,"0,16","150,00",24,"0,07","342,86"
322,"2,18","147,71",338,"1,13","299,12",387,"1,88","205,85",497,"0,62","801,61",217,"2,01","107,96",244,"1,24","196,77",23,"0,16","143,75",23,"0,07","328,57"
316,"2,19","144,29",421,"1,52","276,97",260,"1,21","214,88",465,"0,59","788,14",175,"1,57","111,46",246,"1,27","193,70",23,"0,16","143,75",24,"0,07","342,86"
339,"2,44","138,93",427,"1,54","277,27",386,"1,85","208,65",456,"0,59","772,88",220,"1,88","117,02",166,"0,83","200,00",23,"0,16","143,75",24,"0,08","300,00"
338,"2,44","138,52",407,"1,43","284,62",382,"1,85","206,49",497,"0,61","814,75",226,"1,93","117,10",244,"1,20","203,33",24,"0,16","150,00",24,"0,07","342,86"
230,"1,64","140,24",425,"1,54","275,97",259,"1,26","205,56",493,"0,68","725,00",213,"1,83","116,39",242,"1,30","186,15",25,"0,17","147,06",25,"0,06","416,67"
339,"2,47","137,25",431,"1,52","283,55",383,"1,87","204,81",332,"0,44","754,55",221,"1,95","113,33",166,"0,87","190,80",24,"0,15","160,00",22,"0,06","366,67"
341,"2,40","142,08",402,"1,36","295,59",385,"1,82","211,54",495,"0,62","798,39",225,"1,90","118,42",245,"1,21","202,48",24,"0,15","160,00",22,"0,05","440,00"
231,"1,62","142,59",391,"1,45","269,66",303,"1,42","213,38",494,"0,63","784,13",209,"1,87","111,76",244,"1,24","196,77",25,"0,16","156,25",24,"0,08","300,00"
349,"2,32","150,43",430,"1,47","292,52",378,"1,78","212,36",336,"0,41","819,51",208,"1,75","118,86",192,"0,96","200,00",24,"0,17","141,18",24,"0,08","300,00"
336,"2,49","134,94",431,"1,47","293,20",382,"1,85","206,49",495,"0,60","825,00",227,"1,90","119,47",242,"1,14","212,28",25,"0,16","156,25",24,"0,07","342,86"
230,"1,60","143,75",283,"1,02","277,45",363,"1,79","202,79",498,"0,59","844,07",224,"2,02","110,89",247,"1,22","202,46",24,"0,16","150,00",24,"0,07","342,86"
348,"2,38","146,22",426,"1,56","273,08",385,"1,86","206,99",334,"0,40","835,00",152,"1,29","117,83",235,"1,16","202,59",23,"0,16","143,75",24,"0,07","342,86"
343,"2,34","146,58",427,"1,55","275,48",382,"1,86","205,38",497,"0,59","842,37",228,"1,84","123,91",237,"1,22","194,26",25,"0,16","156,25",23,"0,06","383,33"
267,"1,89","141,27",288,"1,05","274,29",357,"1,73","206,36",497,"0,61","814,75",225,"1,90","118,42",240,"1,31","183,21",23,"0,16","143,75",25,"0,07","357,14"
338,"2,37","142,62",424,"1,57","270,06",349,"1,71","204,09",392,"0,48","816,67",147,"1,34","109,70",231,"1,15","200,87",24,"0,16","150,00",24,"0,07","342,86"
346,"2,39","144,77",427,"1,52","280,92",384,"1,86","206,45",484,"0,63","768,25",225,"1,90","118,42",223,"1,15","193,91",23,"0,16","143,75",23,"0,08","287,50"
328,"2,23","147,09",285,"1,07","266,36",380,"1,87","203,21",496,"0,61","813,11",221,"1,97","112,18",245,"1,28","191,41",23,"0,15","153,33",25,"0,08","312,50"
345,"2,41","143,15",431,"1,43","301,40",259,"1,21","214,05",473,"0,59","801,69",151,"1,33","113,53",245,"1,29","189,92",25,"0,18","138,89",23,"0,07","328,57"
332,"2,50","132,80",429,"1,55","276,77",379,"1,95","194,36",492,"0,61","806,56",223,"1,92","116,15",164,"0,86","190,70",25,"0,17","147,06",24,"0,07","342,86"
324,"2,21","146,61",337,"1,18","285,59",383,"1,80","212,78",495,"0,61","811,48",228,"1,84","123,91",245,"1,26","194,44",23,"0,16","143,75",23,"0,06","383,33"
319,"2,20","145,00",419,"1,55","270,32",254,"1,33","190,98",462,"0,53","871,70",176,"1,53","115,03",241,"1,27","189,76",23,"0,16","143,75",23,"0,07","328,57"
343,"2,31","148,48",423,"1,60","264,38",379,"1,87","202,67",456,"0,59","772,88",218,"1,93","112,95",163,"0,81","201,23",24,"0,15","160,00",25,"0,07","357,14"
346,"2,39","144,77",404,"1,49","271,14",383,"1,87","204,81",498,"0,63","790,48",219,"1,96","111,73",245,"1,24","197,58",24,"0,16","150,00",24,"0,07","342,86"
