rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
319,"0,31","1029,03",920,"1,15","800,00",1003,"0,93","1078,49",981,"0,89","1102,25",1246,"1,25","996,80",1337,"1,28","1044,53",1339,"0,97","1380,41",845,"0,91","928,57",1042,"0,85","1225,88",500,"2,12","235,85",449,"1,97","227,92",404,"1,62","249,38",38,"0,09","422,22",41,"0,11","372,73",39,"0,10","390,00"
951,"0,85","1118,82",632,"0,69","915,94",1165,"1,08","1078,70",1073,"0,97","1106,19",1573,"1,63","965,03",909,"0,88","1032,95",1436,"1,15","1248,70",1020,"1,14","894,74",1105,"0,94","1175,53",408,"1,78","229,21",404,"1,81","223,20",341,"1,40","243,57",39,"0,10","390,00",39,"0,10","390,00",39,"0,12","325,00"
782,"0,66","1184,85",1033,"1,12","922,32",600,"0,54","1111,11",1312,"1,29","1017,05",1277,"1,24","1029,84",1065,"1,07","995,33",1843,"1,35","1365,19",1492,"1,43","1043,36",1528,"1,30","1175,38",545,"2,14","254,67",400,"1,88","212,77",545,"2,24","243,30",43,"0,10","430,00",41,"0,11","372,73",39,"0,10","390,00"
724,"0,66","1096,97",552,"0,62","890,32",993,"1,01","983,17",1147,"1,11","1033,33",1360,"1,50","906,67",1632,"1,61","1013,66",1627,"1,30","1251,54",864,"0,86","1004,65",1833,"1,46","1255,48",312,"1,26","247,62",396,"1,79","221,23",505,"2,07","243,96",42,"0,10","420,00",38,"0,10","380,00",39,"0,10","390,00"
902,"0,82","1100,00",1250,"1,37","912,41",754,"0,67","1125,37",2208,"2,15","1026,98",696,"0,70","994,29",821,"0,81","1013,58",975,"0,77","1266,23",735,"0,76","967,11",1111,"0,90","1234,44",277,"1,11","249,55",573,"2,46","232,93",370,"1,42","260,56",40,"0,09","444,44",37,"0,10","370,00",40,"0,11","363,64"
814,"0,73","1115,07",898,"0,97","925,77",989,"0,96","1030,21",1505,"1,38","1090,58",1307,"1,36","961,03",671,"0,66","1016,67",702,"0,55","1276,36",1476,"1,46","1010,96",1818,"1,52","1196,05",459,"1,89","242,86",365,"1,63","223,93",476,"1,94","245,36",38,"0,09","422,22",38,"0,10","380,00",37,"0,10","370,00"
772,"0,66","1169,70",387,"0,40","967,50",878,"0,88","997,73",1285,"1,12","1147,32",1536,"1,57","978,34",1636,"1,55","1055,48",1235,"0,97","1273,20",1072,"1,09","983,49",1004,"0,77","1303,90",379,"1,54","246,10",483,"2,16","223,61",495,"1,93","256,48",34,"0,09","377,78",40,"0,10","400,00",39,"0,11","354,55"
1069,"1,00","1069,00",1495,"1,65","906,06",899,"0,84","1070,24",1042,"0,98","1063,27",638,"0,65","981,54",1265,"1,25","1012,00",906,"0,70","1294,29",885,"0,85","1041,18",1619,"1,33","1217,29",221,"0,92","240,22",533,"2,38","223,95",569,"2,33","244,21",37,"0,10","370,00",42,"0,11","381,82",41,"0,11","372,73"
701,"0,60","1168,33",1088,"1,20","906,67",1040,"1,00","1040,00",896,"0,88","1018,18",1123,"1,15","976,52",1139,"1,10","1035,45",1054,"0,79","1334,18",914,"0,88","1038,64",944,"0,79","1194,94",405,"1,65","245,45",342,"1,46","234,25",384,"1,57","244,59",43,"0,10","430,00",39,"0,11","354,55",39,"0,10","390,00"
885,"0,80","1106,25",512,"0,60","853,33",1246,"1,09","1143,12",1457,"1,41","1033,33",1716,"1,69","1015,38",1400,"1,28","1093,75",1046,"0,81","1291,36",1448,"1,47","985,03",1009,"0,83","1215,66",500,"2,00","250,00",318,"1,37","232,12",455,"1,85","245,95",40,"0,10","400,00",37,"0,11","336,36",36,"0,09","400,00"
992,"0,93","1066,67",1064,"1,19","894,12",1261,"1,23","1025,20",1208,"1,09","1108,26",804,"0,82","980,49",1088,"1,06","1026,42",1247,"1,01","1234,65",897,"0,89","1007,87",1781,"1,48","1203,38",280,"1,21","231,40",446,"1,94","229,90",327,"1,41","231,91",42,"0,11","381,82",40,"0,10","400,00",42,"0,11","381,82"
849,"0,78","1088,46",712,"0,86","827,91",666,"0,60","1110,00",950,"0,96","989,58",1812,"1,83","990,16",1241,"1,14","1088,60",1368,"1,11","1232,43",1224,"1,25","979,20",584,"0,47","1242,55",387,"1,52","254,61",370,"1,61","229,81",419,"1,76","238,07",41,"0,09","455,56",39,"0,11","354,55",42,"0,12","350,00"
801,"0,72","1112,50",392,"0,41","956,10",726,"0,75","968,00",1203,"1,14","1055,26",1490,"1,47","1013,61",818,"0,77","1062,34",929,"0,80","1161,25",921,"0,93","990,32",818,"0,64","1278,12",310,"1,27","244,09",574,"2,50","229,60",359,"1,46","245,89",40,"0,10","400,00",41,"0,11","372,73",38,"0,10","380,00"
1231,"1,14","1079,82",468,"0,43","1088,37",1260,"1,19","1058,82",1543,"1,47","1049,66",1262,"1,28","985,94",1542,"1,42","1085,92",1395,"1,09","1279,82",1225,"1,23","995,93",906,"0,73","1241,10",378,"1,53","247,06",460,"2,08","221,15",276,"1,19","231,93",42,"0,10","420,00",40,"0,10","400,00",40,"0,11","363,64"
628,"0,57","1101,75",849,"0,77","1102,60",919,"0,90","1021,11",1454,"1,39","1046,04",1109,"1,08","1026,85",1096,"1,02","1074,51",1411,"1,09","1294,50",1165,"1,20","970,83",1190,"0,97","1226,80",437,"1,82","240,11",396,"1,83","216,39",292,"1,17","249,57",42,"0,10","420,00",40,"0,10","400,00",38,"0,11","345,45"
1115,"0,91","1225,27",1085,"0,99","1095,96",1081,"1,07","1010,28",899,"0,77","1167,53",1557,"1,65","943,64",1123,"1,07","1049,53",1414,"1,14","1240,35",1211,"1,24","976,61",866,"0,72","1202,78",533,"2,07","257,49",426,"1,91","223,04",367,"1,53","239,87",34,"0,09","377,78",37,"0,09","411,11",38,"0,11","345,45"
640,"0,60","1066,67",699,"0,64","1092,19",969,"0,88","1101,14",615,"0,56","1098,21",651,"0,68","957,35",1508,"1,45","1040,00",723,"0,57","1268,42",1249,"1,27","983,46",744,"0,60","1240,00",337,"1,46","230,82",365,"1,70","214,71",304,"1,28","237,50",34,"0,09","377,78",40,"0,10","400,00",41,"0,11","372,73"
1072,"1,02","1050,98",877,"0,80","1096,25",939,"0,90","1043,33",1084,"0,96","1129,17",1596,"1,70","938,82",1684,"1,59","1059,12",979,"0,79","1239,24",838,"0,85","985,88",2062,"1,65","1249,70",472,"1,96","240,82",521,"2,21","235,75",270,"1,09","247,71",41,"0,10","410,00",36,"0,10","360,00",40,"0,10","400,00"
738,"0,70","1054,29",902,"0,88","1025,00",1326,"1,24","1069,35",728,"0,63","1155,56",1223,"1,25","978,40",1226,"1,25","980,80",1789,"1,36","1315,44",1143,"1,13","1011,50",1282,"1,08","1187,04",499,"2,04","244,61",423,"1,95","216,92",431,"1,74","247,70",43,"0,10","430,00",39,"0,11","354,55",36,"0,11","327,27"
484,"0,46","1052,17",908,"0,85","1068,24",914,"0,84","1088,10",1017,"0,86","1182,56",806,"0,89","905,62",957,"0,97","986,60",1152,"0,91","1265,93",1009,"0,98","1029,59",1172,"0,97","1208,25",392,"1,60","245,00",349,"1,51","231,13",364,"1,56","233,33",39,"0,10","390,00",37,"0,10","370,00",35,"0,10","350,00"
1039,"0,97","1071,13",1052,"0,96","1095,83",447,"0,39","1146,15",1274,"1,19","1070,59",784,"0,81","967,90",1914,"1,78","1075,28",1535,"1,19","1289,92",973,"1,00","973,00",1391,"1,09","1276,15",429,"1,77","242,37",457,"1,96","233,16",228,"0,87","262,07",39,"0,10","390,00",41,"0,11","372,73",37,"0,09","411,11"
1012,"0,89","1137,08",733,"0,69","1062,32",1017,"0,98","1037,76",886,"0,77","1150,65",1369,"1,34","1021,64",884,"0,84","1052,38",1396,"1,13","1235,40",1066,"1,07","996,26",690,"0,58","1189,66",544,"2,18","249,54",438,"1,83","239,34",424,"1,78","238,20",42,"0,11","381,82",40,"0,11","363,64",34,"0,09","377,78"
375,"0,32","1171,88",1012,"0,95","1065,26",1052,"0,94","1119,15",1007,"0,92","1094,57",953,"1,00","953,00",1539,"1,50","1026,00",1032,"0,87","1186,21",1347,"1,29","1044,19",1093,"0,87","1256,32",526,"2,20","239,09",452,"2,06","219,42",312,"1,29","241,86",41,"0,10","410,00",37,"0,11","336,36",42,"0,10","420,00"
1398,"1,35","1035,56",750,"0,76","986,84",952,"0,86","1106,98",1063,"0,92","1155,43",1094,"1,06","1032,08",911,"0,85","1071,76",1284,"0,95","1351,58",1103,"1,02","1081,37",1215,"1,00","1215,00",457,"1,88","243,09",306,"1,33","230,08",385,"1,58","243,67",42,"0,10","420,00",38,"0,10","380,00",32,"0,09","355,56"
885,"0,79","1120,25",1175,"1,07","1098,13",1390,"1,31","1061,07",1193,"1,06","1125,47",1062,"1,08","983,33",1517,"1,36","1115,44",1392,"1,03","1351,46",1247,"1,25","997,60",836,"0,69","1211,59",451,"1,79","251,96",450,"1,87","240,64",393,"1,60","245,62",40,"0,10","400,00",39,"0,10","390,00",40,"0,11","363,64"
802,"0,73","1098,63",1013,"1,04","974,04",1418,"1,40","1012,86",1610,"1,45","1110,34",821,"0,88","932,95",1361,"1,32","1031,06",1065,"0,80","1331,25",839,"0,84","998,81",1065,"0,90","1183,33",509,"2,08","244,71",332,"1,53","216,99",347,"1,47","236,05",42,"0,09","466,67",41,"0,11","372,73",40,"0,10","400,00"
954,"0,91","1048,35",967,"0,90","1074,44",1103,"1,16","950,86",1239,"1,06","1168,87",952,"0,99","961,62",1546,"1,51","1023,84",1485,"1,22","1217,21",1233,"1,26","978,57",1163,"0,97","1198,97",455,"1,84","247,28",480,"2,09","229,67",278,"1,25","222,40",43,"0,10","430,00",32,"0,08","400,00",36,"0,11","327,27"
1286,"1,28","1004,69",815,"0,74","1101,35",811,"0,83","977,11",1295,"1,15","1126,09",1036,"1,13","916,81",1945,"1,89","1029,10",1222,"0,89","1373,03",1488,"1,50","992,00",988,"0,82","1204,88",387,"1,58","244,94",402,"1,73","232,37",493,"2,04","241,67",42,"0,10","420,00",34,"0,09","377,78",41,"0,11","372,73"
912,"0,85","1072,94",892,"0,83","1074,70",670,"0,63","1063,49",986,"0,86","1146,51",1060,"1,11","954,95",1047,"1,15","910,43",665,"0,53","1254,72",1032,"1,05","982,86",1723,"1,35","1276,30",373,"1,55","240,65",411,"1,79","229,61",307,"1,25","245,60",42,"0,10","420,00",39,"0,11","354,55",39,"0,10","390,00"
920,"0,79","1164,56",1465,"1,36","1077,21",788,"0,74","1064,86",1071,"0,99","1081,82",1738,"1,71","1016,37",900,"0,80","1125,00",1409,"1,02","1381,37",678,"0,69","982,61",1037,"0,88","1178,41",361,"1,40","257,86",281,"1,26","223,02",429,"1,79","239,66",38,"0,09","422,22",39,"0,10","390,00",32,"0,10","320,00"
817,"0,74","1104,05",1133,"1,11","1020,72",780,"0,72","1083,33",1600,"1,42","1126,76",1250,"1,25","1000,00",1008,"0,90","1120,00",1611,"1,25","1288,80",1128,"1,17","964,10",1247,"1,04","1199,04",415,"1,64","253,05",524,"2,33","224,89",399,"1,70","234,71",41,"0,10","410,00",39,"0,11","354,55",33,"0,09","366,67"
895,"0,75","1193,33",1152,"1,08","1066,67",1320,"1,25","1056,00",898,"0,77","1166,23",1372,"1,47","933,33",1814,"1,60","1133,75",1355,"1,09","1243,12",871,"0,86","1012,79",1022,"0,84","1216,67",473,"1,99","237,69",313,"1,40","223,57",450,"1,92","234,38",43,"0,10","430,00",36,"0,11","327,27",39,"0,11","354,55"
1055,"0,92","1146,74",1098,"1,02","1076,47",751,"0,69","1088,41",1637,"1,51","1084,11",1792,"1,82","984,62",950,"0,88","1079,55",1029,"0,85","1210,59",1136,"1,15","987,83",1390,"1,12","1241,07",530,"2,14","247,66",333,"1,55","214,84",428,"1,64","260,98",43,"0,10","430,00",30,"0,09","333,33",38,"0,11","345,45"
924,"0,87","1062,07",700,"0,66","1060,61",891,"0,85","1048,24",777,"0,67","1159,70",645,"0,66","977,27",1250,"1,12","1116,07",1507,"1,23","1225,20",1345,"1,43","940,56",736,"0,62","1187,10",387,"1,66","233,13",389,"1,58","246,20",498,"2,09","238,28",39,"0,10","390,00",36,"0,09","400,00",37,"0,11","336,36"
925,"0,83","1114,46",891,"0,84","1060,71",1156,"1,15","1005,22",454,"0,40","1135,00",1160,"1,18","983,05",1146,"1,04","1101,92",1496,"1,27","1177,95",1190,"1,20","991,67",733,"0,59","1242,37",452,"1,80","251,11",460,"2,07","222,22",315,"1,32","238,64",42,"0,10","420,00",40,"0,11","363,64",38,"0,11","345,45"
830,"0,75","1106,67",628,"0,58","1082,76",688,"0,63","1092,06",1196,"1,09","1097,25",1050,"1,04","1009,62",1484,"1,34","1107,46",1078,"0,79","1364,56",1188,"1,15","1033,04",1977,"1,61","1227,95",543,"2,31","235,06",422,"1,86","226,88",408,"1,74","234,48",40,"0,10","400,00",41,"0,11","372,73",36,"0,10","360,00"
952,"0,83","1146,99",1273,"1,17","1088,03",443,"0,50","886,00",1386,"1,19","1164,71",1697,"1,79","948,04",646,"0,58","1113,79",679,"0,52","1305,77",1715,"1,76","974,43",1035,"0,85","1217,65",425,"1,77","240,11",443,"1,96","226,02",420,"1,72","244,19",38,"0,09","422,22",38,"0,10","380,00",39,"0,10","390,00"
865,"0,81","1067,90",964,"1,00","964,00",1389,"1,27","1093,70",1203,"1,07","1124,30",1598,"1,61","992,55",1176,"1,04","1130,77",1235,"0,99","1247,47",980,"0,96","1020,83",734,"0,60","1223,33",347,"1,42","244,37",521,"2,39","217,99",491,"1,94","253,09",41,"0,09","455,56",39,"0,10","390,00",40,"0,10","400,00"
