ed25519,P-256,,ed25519,x25519,,ed25519,p256_mlkem512,,ed25519,x25519_mlkem512,,ed25519,mlkem512,
6232,"6,56","950,00",7849,"7,04","1114,91",1620,"4,56","355,26",6186,"6,95","890,07",7659,"7,30","1049,18"
6068,"6,39","949,61",7975,"7,30","1092,47",2336,"6,98","334,67",5988,"6,84","875,44",7873,"7,45","1056,78"
6486,"6,85","946,86",5345,"4,77","1120,55",2327,"6,77","343,72",6071,"6,96","872,27",7264,"6,97","1042,18"
6533,"6,97","937,30",7914,"7,06","1120,96",1964,"5,43","361,69",6112,"7,09","862,06",6907,"6,85","1008,32"
4622,"4,70","983,40",7846,"7,25","1082,21",2373,"6,72","353,12",5782,"6,53","885,45",7709,"7,42","1038,95"
6465,"6,92","934,25",5344,"4,76","1122,69",2433,"6,91","352,10",5494,"6,38","861,13",7735,"7,48","1034,09"
6598,"7,02","939,89",7860,"6,95","1130,94",2445,"6,59","371,02",5938,"7,01","847,08",5242,"4,97","1054,73"
4480,"4,74","945,15",7862,"7,29","1078,46",2432,"6,86","354,52",6036,"7,03","858,61",7810,"7,49","1042,72"
6558,"6,87","954,59",6433,"5,54","1161,19",2456,"6,85","358,54",4000,"4,80","833,33",7803,"7,46","1045,98"
6395,"7,09","901,97",7641,"7,07","1080,76",2432,"6,50","374,15",6183,"7,06","875,78",5203,"5,03","1034,39"
4415,"4,54","972,47",8013,"7,33","1093,18",2260,"6,27","360,45",6072,"7,09","856,42",7705,"7,38","1044,04"
6405,"6,90","928,26",7618,"6,97","1092,97",2387,"6,84","348,98",4219,"4,74","890,08",7743,"7,21","1073,93"
6559,"6,94","945,10",8085,"7,09","1140,34",2571,"6,94","370,46",6041,"6,97","866,71",5393,"4,93","1093,91"
5279,"5,48","963,32",8003,"7,29","1097,81",1661,"4,62","359,52",6267,"7,05","888,94",7859,"7,35","1069,25"
6464,"6,76","956,21",7552,"6,68","1130,54",2421,"6,97","347,35",4184,"4,68","894,02",7644,"7,55","1012,45"
6357,"6,93","917,32",7323,"6,61","1107,87",2566,"6,93","370,27",5974,"7,05","847,38",6198,"5,90","1050,51"
6136,"6,71","914,46",7793,"7,24","1076,38",1710,"4,65","367,74",6053,"7,05","858,58",7678,"7,21","1064,91"
6659,"6,99","952,65",8147,"7,27","1120,63",2440,"6,80","358,82",4723,"5,53","854,07",7782,"7,30","1066,03"
6553,"7,01","934,81",5368,"4,81","1116,01",2549,"6,80","374,85",5837,"6,78","860,91",7492,"7,00","1070,29"
6169,"6,62","931,87",7704,"7,19","1071,49",1635,"4,68","349,36",6007,"6,93","866,81",7706,"7,41","1039,95"
6290,"6,30","998,41",8136,"7,21","1128,43",2532,"6,86","369,10",5766,"6,72","858,04",7818,"7,39","1057,92"
6386,"7,06","904,53",5396,"4,80","1124,17",2528,"6,85","369,05",6062,"6,79","892,78",7377,"6,93","1064,50"
6952,"6,95","1000,29",7947,"7,20","1103,75",1948,"5,39","361,41",5931,"7,00","847,29",7200,"6,76","1065,09"
4608,"4,81","958,00",8120,"7,24","1121,55",2453,"6,68","367,22",5733,"6,74","850,59",7725,"7,34","1052,45"
6687,"7,05","948,51",5524,"4,93","1120,49",2528,"6,90","366,38",5679,"6,41","885,96",8083,"7,40","1092,30"
6682,"6,95","961,44",7827,"7,15","1094,69",2338,"6,66","351,05",6123,"6,98","877,22",5315,"5,02","1058,76"
4570,"4,76","960,08",8042,"7,18","1120,06",2453,"6,74","363,95",6064,"7,07","857,71",7947,"7,32","1085,66"
6512,"6,97","934,29",6402,"5,70","1123,16",2521,"6,93","363,78",4152,"4,73","877,80",8093,"7,25","1116,28"
6833,"7,07","966,48",7773,"6,95","1118,42",2336,"6,50","359,38",6029,"6,93","869,99",5284,"5,02","1052,59"
