ed25519,P-256,,ed25519,X25519,,ed25519,p256_mlkem512,,ed25519,x25519_mlkem512,,ed25519,mlkem512,
1194,"1,28","932,81",1135,"0,99","1146,46",662,"1,63","406,13",1261,"1,37","920,44",1319,"1,17","1127,35"
782,"0,79","989,87",1127,"0,95","1186,32",627,"1,72","364,53",1237,"1,34","923,13",1112,"0,97","1146,39"
1131,"1,17","966,67",978,"0,83","1178,31",1304,"3,24","402,47",1394,"1,48","941,89",1397,"1,24","1126,61"
987,"1,04","949,04",1307,"1,17","1117,09",1193,"3,00","397,67",799,"0,92","868,48",1552,"1,50","1034,67"
1587,"1,66","956,02",2145,"1,79","1198,32",784,"2,00","392,00",1037,"1,15","901,74",934,"0,85","1098,82"
894,"0,90","993,33",1504,"1,30","1156,92",1114,"3,00","371,33",947,"0,98","966,33",1197,"1,06","1129,25"
973,"0,96","1013,54",1018,"0,93","1094,62",743,"1,89","393,12",971,"1,09","890,83",1152,"1,12","1028,57"
2085,"2,06","1012,14",1716,"1,47","1167,35",1007,"2,55","394,90",950,"1,07","887,85",599,"0,57","1050,88"
710,"0,72","986,11",1005,"0,90","1116,67",402,"1,13","355,75",1062,"1,19","892,44",1108,"1,03","1075,73"
1222,"1,16","1053,45",1286,"1,14","1128,07",1332,"3,32","401,20",766,"0,89","860,67",1403,"1,25","1122,40"
1318,"1,35","976,30",1395,"1,21","1152,89",1098,"2,84","386,62",1425,"1,55","919,35",1336,"1,20","1113,33"
1493,"1,52","982,24",1237,"1,07","1156,07",971,"2,83","343,11",1121,"1,24","904,03",997,"0,93","1072,04"
1897,"1,95","972,82",1409,"1,21","1164,46",732,"2,16","338,89",1271,"1,37","927,74",813,"0,74","1098,65"
1158,"1,19","973,11",874,"0,81","1079,01",818,"2,22","368,47",1058,"1,17","904,27",1166,"1,03","1132,04"
652,"0,71","918,31",1156,"1,04","1111,54",948,"2,74","345,99",985,"1,08","912,04",968,"0,88","1100,00"
1007,"1,00","1007,00",1049,"0,93","1127,96",710,"2,11","336,49",1319,"1,51","873,51",599,"0,52","1151,92"
715,"0,77","928,57",1356,"1,26","1076,19",965,"2,83","340,99",1435,"1,58","908,23",1135,"1,05","1080,95"
1183,"1,18","1002,54",1119,"0,99","1130,30",837,"2,39","350,21",901,"1,00","901,00",1135,"1,01","1123,76"
938,"0,92","1019,57",1013,"0,93","1089,25",802,"2,14","374,77",444,"0,48","925,00",1049,"0,92","1140,22"
1172,"1,21","968,60",831,"0,71","1170,42",434,"1,35","321,48",1802,"1,94","928,87",1083,"0,99","1093,94"
1194,"1,28","932,81",586,"0,51","1149,02",1105,"2,80","394,64",1208,"1,35","894,81",1056,"1,05","1005,71"
782,"0,79","989,87",885,"0,75","1180,00",844,"2,17","388,94",1310,"1,40","935,71",1283,"1,18","1087,29"
1131,"1,17","966,67",1309,"1,08","1212,04",624,"1,54","405,19",1147,"1,24","925,00",1232,"1,13","1090,27"
987,"1,04","949,04",1211,"1,07","1131,78",893,"2,39","373,64",1619,"1,70","952,35",1041,"0,96","1084,38"
542,"0,57","950,88",894,"0,76","1176,32",1186,"2,95","402,03",874,"0,96","910,42",679,"0,61","1113,11"
1322,"1,41","937,59",938,"0,79","1187,34",972,"2,56","379,69",1755,"1,91","918,85",715,"0,68","1051,47"
1780,"1,76","1011,36",1605,"1,39","1154,68",990,"2,54","389,76",1567,"1,69","927,22",1989,"1,81","1098,90"
917,"0,92","996,74",928,"0,82","1131,71",1081,"2,70","400,37",1579,"1,73","912,72",1091,"0,95","1148,42"
1995,"1,99","1002,51",955,"0,89","1073,03",601,"1,50","400,67",1628,"1,82","894,51",1422,"1,32","1077,27"
824,"0,84","980,95",1160,"0,98","1183,67",1015,"2,53","401,19",1062,"1,14","931,58",1258,"1,13","1113,27"
1304,"1,27","1026,77",1135,"0,99","1146,46",662,"1,63","406,13",1224,"1,39","880,58",740,"0,68","1088,24"
1839,"1,85","994,05",1127,"0,95","1186,32",627,"1,72","364,53",978,"1,01","968,32",1163,"1,04","1118,27"
