ecdsa-secp384,P-384,,ecdsa-secp384,mlkem768,,mldsa65,P-384,,mldsa65,mlkem768,,sphincssha2192fsimple,P-384,,sphincssha2192fsimple,mlkem768,,sphincssha2192ssimple,P-384,,sphincssha2192ssimple,mlkem768,
393,"2,48","158,47",783,"2,52","310,71",700,"3,11","225,08",1138,"1,17","972,65",303,"2,48","122,18",237,"1,10","215,45",26,"0,16","162,50",26,"0,07","371,43"
577,"3,81","151,44",790,"2,41","327,80",525,"2,59","202,70",1125,"1,21","929,75",309,"2,46","125,61",352,"1,64","214,63",26,"0,15","173,33",25,"0,07","357,14"
578,"3,79","152,51",851,"2,70","315,19",681,"3,00","227,00",775,"0,78","993,59",290,"2,36","122,88",345,"1,59","216,98",24,"0,14","171,43",27,"0,08","337,50"
397,"2,49","159,44",838,"2,69","311,52",690,"3,05","226,23",1131,"1,21","934,71",281,"2,26","124,34",276,"1,26","219,05",24,"0,15","160,00",26,"0,08","325,00"
577,"3,78","152,65",566,"1,82","310,99",659,"3,03","217,49",1115,"1,20","929,17",312,"2,42","128,93",346,"1,55","223,23",26,"0,17","152,94",25,"0,06","416,67"
577,"3,73","154,69",847,"2,76","306,88",688,"3,16","217,72",760,"0,80","950,00",307,"2,48","123,79",350,"1,62","216,05",25,"0,14","178,57",23,"0,07","328,57"
454,"2,97","152,86",842,"2,74","307,30",700,"3,07","228,01",1132,"1,18","959,32",208,"1,70","122,35",341,"1,52","224,34",26,"0,17","152,94",26,"0,07","371,43"
573,"3,67","156,13",566,"1,80","314,44",639,"2,96","215,88",1140,"1,07","1065,42",311,"2,47","125,91",357,"1,52","234,87",26,"0,16","162,50",27,"0,09","300,00"
574,"3,79","151,45",856,"2,69","318,22",627,"2,92","214,73",894,"0,89","1004,49",309,"2,44","126,64",354,"1,61","219,88",25,"0,14","178,57",25,"0,05","500,00"
552,"3,61","152,91",831,"2,78","298,92",695,"3,06","227,12",1110,"1,09","1018,35",206,"1,67","123,35",329,"1,51","217,88",26,"0,15","173,33",26,"0,07","371,43"
587,"3,74","156,95",567,"1,84","308,15",690,"3,08","224,03",1137,"1,12","1015,18",314,"2,47","127,13",325,"1,49","218,12",27,"0,16","168,75",26,"0,06","433,33"
577,"3,79","152,24",848,"2,72","311,76",462,"2,07","223,19",1079,"1,05","1027,62",311,"2,48","125,40",357,"1,59","224,53",25,"0,16","156,25",25,"0,06","416,67"
551,"3,44","160,17",851,"2,66","319,92",690,"3,16","218,35",1118,"1,20","931,67",208,"1,66","125,30",357,"1,62","220,37",26,"0,15","173,33",27,"0,07","385,71"
537,"3,48","154,31",654,"2,19","298,63",693,"3,13","221,41",1123,"1,16","968,10",314,"2,44","128,69",240,"1,07","224,30",27,"0,18","150,00",25,"0,07","357,14"
582,"3,77","154,38",833,"2,69","309,67",461,"2,17","212,44",1060,"1,10","963,64",313,"2,38","131,51",350,"1,56","224,36",24,"0,15","160,00",26,"0,06","433,33"
581,"3,76","154,52",850,"2,67","318,35",691,"3,13","220,77",1055,"0,90","1172,22",240,"1,92","125,00",358,"1,56","229,49",25,"0,16","156,25",27,"0,06","450,00"
390,"2,60","150,00",817,"2,51","325,50",704,"3,06","230,07",1143,"1,08","1058,33",305,"2,46","123,98",238,"1,09","218,35",27,"0,16","168,75",25,"0,08","312,50"
572,"3,71","154,18",851,"2,70","315,19",462,"2,14","215,89",1127,"1,19","947,06",309,"2,50","123,60",350,"1,61","217,39",26,"0,17","152,94",26,"0,07","371,43"
579,"3,72","155,65",848,"2,69","315,24",691,"3,12","221,47",757,"0,77","983,12",294,"2,36","124,58",357,"1,57","227,39",18,"0,10","180,00",27,"0,07","385,71"
395,"2,48","159,27",789,"2,56","308,20",692,"3,08","224,68",1131,"1,08","1047,22",308,"2,38","129,41",238,"1,08","220,37",27,"0,17","158,82",25,"0,07","357,14"
575,"3,74","153,74",792,"2,46","321,95",545,"2,47","220,65",1125,"1,15","978,26",308,"2,43","126,75",345,"1,61","214,29",26,"0,16","162,50",27,"0,08","337,50"
588,"3,68","159,78",847,"2,70","313,70",662,"3,20","206,88",761,"0,77","988,31",291,"2,34","124,36",352,"1,62","217,28",18,"0,11","163,64",26,"0,06","433,33"
394,"2,51","156,97",852,"2,67","319,10",698,"3,03","230,36",1125,"1,12","1004,46",282,"2,25","125,33",278,"1,29","215,50",27,"0,16","168,75",25,"0,07","357,14"
581,"3,73","155,76",560,"1,82","307,69",637,"3,12","204,17",1139,"1,13","1007,96",309,"2,42","127,69",343,"1,60","214,38",26,"0,15","173,33",27,"0,07","385,71"
586,"3,65","160,55",851,"2,70","315,19",672,"3,09","217,48",758,"0,78","971,79",311,"2,48","125,40",351,"1,53","229,41",18,"0,10","180,00",26,"0,07","371,43"
448,"3,06","146,41",850,"2,69","315,99",693,"3,02","229,47",1135,"1,09","1041,28",211,"1,72","122,67",337,"1,49","226,17",27,"0,16","168,75",25,"0,07","357,14"
