ecdsa-secp384,P-384,,ecdsa-secp384,mlkem768,,mldsa65,P-384,,mldsa65,mlkem768,,sphincssha2192fsimple,P-384,,sphincssha2192fsimple,mlkem768,,sphincssha2192ssimple,P-384,,sphincssha2192ssimple,mlkem768,
26,"0,20","130,00",25,"0,09","277,78",27,"0,13","207,69",27,"0,03","900,00",17,"0,16","106,25",19,"0,09","211,11",13,"0,10","130,00",12,"0,04","300,00"
27,"0,20","135,00",26,"0,10","260,00",25,"0,12","208,33",28,"0,04","700,00",18,"0,17","105,88",18,"0,09","200,00",12,"0,09","133,33",13,"0,04","325,00"
25,"0,18","138,89",27,"0,10","270,00",27,"0,13","207,69",25,"0,02","1250,00",18,"0,17","105,88",19,"0,10","190,00",13,"0,10","130,00",13,"0,04","325,00"
26,"0,18","144,44",26,"0,09","288,89",27,"0,13","207,69",25,"0,04","625,00",17,"0,16","106,25",18,"0,09","200,00",12,"0,08","150,00",12,"0,04","300,00"
27,"0,20","135,00",26,"0,10","260,00",24,"0,13","184,62",28,"0,04","700,00",18,"0,16","112,50",16,"0,09","177,78",13,"0,09","144,44",13,"0,04","325,00"
26,"0,18","144,44",27,"0,10","270,00",26,"0,14","185,71",27,"0,05","540,00",18,"0,17","105,88",18,"0,09","200,00",13,"0,10","130,00",13,"0,05","260,00"
26,"0,19","136,84",27,"0,09","300,00",26,"0,13","200,00",26,"0,04","650,00",17,"0,15","113,33",18,"0,10","180,00",13,"0,09","144,44",13,"0,04","325,00"
27,"0,19","142,11",26,"0,11","236,36",27,"0,15","180,00",27,"0,04","675,00",18,"0,16","112,50",17,"0,09","188,89",13,"0,10","130,00",13,"0,04","325,00"
25,"0,20","125,00",27,"0,10","270,00",26,"0,13","200,00",27,"0,03","900,00",18,"0,18","100,00",18,"0,11","163,64",11,"0,09","122,22",13,"0,04","325,00"
26,"0,19","136,84",26,"0,10","260,00",27,"0,13","207,69",26,"0,04","650,00",17,"0,16","106,25",18,"0,10","180,00",13,"0,09","144,44",12,"0,04","300,00"
27,"0,20","135,00",27,"0,10","270,00",26,"0,13","200,00",27,"0,05","540,00",18,"0,17","105,88",18,"0,10","180,00",13,"0,10","130,00",13,"0,05","260,00"
