ecdsa-secp384,P-384,,ecdsa-secp384,mlkem768,,mldsa65,P-384,,mldsa65,mlkem768,,sphincssha2192fsimple,P-384,,sphincssha2192fsimple,mlkem768,,sphincssha2192ssimple,P-384,,sphincssha2192ssimple,mlkem768,
748,"4,71","158,81",1276,"3,86","330,57",944,"4,07","231,94",1362,"1,18","1154,24",342,"2,79","122,58",273,"1,31","208,40",25,"0,15","166,67",26,"0,08","325,00"
752,"4,70","160,00",1175,"3,69","318,43",919,"4,19","219,33",2017,"1,73","1165,90",351,"2,83","124,03",410,"1,93","212,44",25,"0,15","166,67",26,"0,08","325,00"
508,"3,19","159,25",1163,"3,58","324,86",747,"3,19","234,17",2004,"1,81","1107,18",331,"2,66","124,44",405,"1,88","215,43",27,"0,16","168,75",27,"0,09","300,00"
736,"4,85","151,75",1213,"4,02","301,74",921,"3,99","230,83",1345,"1,24","1084,68",317,"2,55","124,31",321,"1,51","212,58",27,"0,17","158,82",27,"0,07","385,71"
756,"4,72","160,17",1220,"4,05","301,23",919,"4,14","221,98",1998,"1,79","1116,20",358,"2,83","126,50",395,"1,84","214,67",26,"0,16","162,50",25,"0,07","357,14"
512,"3,13","163,58",852,"2,58","330,23",878,"4,00","219,50",1988,"1,86","1068,82",354,"2,73","129,67",404,"1,98","204,04",27,"0,16","168,75",27,"0,08","337,50"
769,"4,62","166,45",1289,"3,74","344,65",935,"4,07","229,73",1358,"1,14","1191,23",236,"1,88","125,53",384,"1,77","216,95",27,"0,18","150,00",27,"0,07","385,71"
749,"4,68","160,04",1255,"3,90","321,79",938,"4,11","228,22",2012,"1,81","1111,60",346,"2,77","124,91",409,"1,80","227,22",26,"0,16","162,50",24,"0,07","342,86"
588,"3,75","156,80",853,"2,57","331,91",887,"3,85","230,39",2001,"1,81","1105,52",352,"2,75","128,00",410,"1,93","212,44",27,"0,16","168,75",26,"0,07","371,43"
740,"4,59","161,22",1256,"3,93","319,59",848,"3,78","224,34",1565,"1,43","1094,41",233,"1,89","123,28",377,"1,76","214,20",26,"0,15","173,33",27,"0,06","450,00"
720,"4,74","151,90",1275,"3,84","332,03",920,"4,12","223,30",1933,"1,78","1085,96",350,"2,82","124,11",376,"1,75","214,86",27,"0,16","168,75",27,"0,06","450,00"
701,"4,50","155,78",839,"2,66","315,41",958,"4,12","232,52",1990,"1,78","1117,98",350,"2,73","128,21",401,"1,86","215,59",27,"0,15","180,00",25,"0,07","357,14"
740,"4,69","157,78",1250,"3,88","322,16",622,"2,82","220,57",1901,"1,75","1086,29",241,"1,91","126,18",399,"1,84","216,85",26,"0,16","162,50",27,"0,08","337,50"
749,"4,72","158,69",1256,"3,87","324,55",927,"4,14","223,91",1967,"1,81","1086,74",348,"2,84","122,54",275,"1,24","221,77",27,"0,17","158,82",26,"0,08","325,00"
712,"4,36","163,30",976,"3,03","322,11",927,"4,16","222,84",1991,"1,75","1137,71",349,"2,83","123,32",401,"1,83","219,13",27,"0,17","158,82",26,"0,07","371,43"
676,"4,32","156,48",1234,"3,79","325,59",643,"2,72","236,40",1869,"1,67","1119,16",269,"2,23","120,63",404,"1,88","214,89",25,"0,14","178,57",27,"0,08","337,50"
747,"4,65","160,65",1273,"3,83","332,38",925,"4,09","226,16",1854,"1,67","1110,18",333,"2,76","120,65",276,"1,27","217,32",28,"0,18","155,56",26,"0,07","371,43"
728,"4,82","151,04",1195,"3,71","322,10",938,"4,15","226,02",2000,"1,78","1123,60",346,"2,81","123,13",402,"1,91","210,47",27,"0,16","168,75",26,"0,06","433,33"
516,"3,13","164,86",1256,"3,83","327,94",640,"2,74","233,58",1989,"1,82","1092,86",332,"2,77","119,86",405,"1,90","213,16",25,"0,16","156,25",26,"0,07","371,43"
731,"4,75","153,89",1249,"3,90","320,26",920,"4,11","223,84",1343,"1,21","1109,92",344,"2,75","125,09",277,"1,26","219,84",27,"0,17","158,82",25,"0,06","416,67"
752,"4,73","158,99",1183,"3,57","331,37",933,"4,23","220,57",2015,"1,75","1151,43",350,"2,80","125,00",412,"1,87","220,32",27,"0,17","158,82",26,"0,05","520,00"
505,"3,23","156,35",1157,"3,55","325,92",744,"3,24","229,63",1996,"1,78","1121,35",323,"2,59","124,71",405,"1,87","216,58",24,"0,15","160,00",28,"0,07","400,00"
726,"4,85","149,69",1273,"3,85","330,65",897,"4,05","221,48",1347,"1,22","1104,10",322,"2,52","127,78",323,"1,47","219,73",26,"0,14","185,71",25,"0,06","416,67"
749,"4,74","158,02",1239,"3,93","315,27",955,"4,09","233,50",2011,"1,83","1098,91",357,"2,84","125,70",400,"1,86","215,05",27,"0,18","150,00",27,"0,08","337,50"
501,"3,30","151,82",843,"2,67","315,73",900,"3,92","229,59",1989,"1,80","1105,00",351,"2,86","122,73",404,"1,99","203,02",26,"0,16","162,50",26,"0,07","371,43"
710,"4,82","147,30",1242,"4,00","310,50",919,"4,10","224,15",1370,"1,18","1161,02",242,"1,92","126,04",384,"1,73","221,97",26,"0,14","185,71",25,"0,06","416,67"
760,"4,73","160,68",1240,"3,85","322,08",935,"4,06","230,30",2022,"1,75","1155,43",354,"2,86","123,78",406,"1,91","212,57",27,"0,16","168,75",27,"0,08","337,50"
576,"3,78","152,38",828,"2,68","308,96",883,"3,92","225,26",1992,"1,78","1119,10",354,"2,76","128,26",412,"1,90","216,84",26,"0,17","152,94",28,"0,08","350,00"
734,"4,61","159,22",1256,"3,92","320,41",862,"3,80","226,84",1568,"1,48","1059,46",237,"1,93","122,80",380,"1,78","213,48",27,"0,17","158,82",24,"0,07","342,86"
754,"4,66","161,80",1266,"3,86","327,98",912,"4,22","216,11",1916,"1,85","1035,68",358,"2,84","126,06",371,"1,75","212,00",27,"0,18","150,00",25,"0,07","357,14"
725,"4,49","161,47",846,"2,65","319,25",943,"4,12","228,88",1993,"1,82","1095,05",354,"2,87","123,34",413,"1,90","217,37",26,"0,15","173,33",27,"0,07","385,71"
753,"4,73","159,20",1286,"3,75","342,93",623,"2,81","221,71",1920,"1,72","1116,28",238,"1,89","125,93",416,"1,81","229,83",26,"0,17","152,94",26,"0,07","371,43"
706,"4,91","143,79",1252,"3,90","321,03",923,"4,11","224,57",1972,"1,78","1107,87",360,"2,76","130,43",274,"1,26","217,46",27,"0,17","158,82",27,"0,07","385,71"
712,"4,35","163,68",985,"3,01","327,24",952,"4,05","235,06",1947,"1,94","1003,61",361,"2,86","126,22",408,"1,93","211,40",26,"0,17","152,94",26,"0,08","325,00"
695,"4,24","163,92",1229,"3,77","325,99",609,"2,79","218,28",1880,"1,70","1105,88",274,"2,20","124,55",397,"1,84","215,76",27,"0,18","150,00",26,"0,06","433,33"
734,"4,71","155,84",1250,"3,78","330,69",939,"4,06","231,28",1826,"1,76","1037,50",349,"2,83","123,32",275,"1,26","218,25",27,"0,17","158,82",26,"0,07","371,43"
