secp384r1,P-384,,secp384r1,x448,,secp384r1,p384_mlkem768,,secp384r1,x448_mlkem768,,secp384r1,mlkem768,
391,"2,52","155,16",792,"2,87","275,96",321,"2,65","121,13",734,"3,14","233,76",809,"2,58","313,57"
573,"3,75","152,80",793,"2,89","274,39",479,"3,96","120,96",502,"2,08","241,35",825,"2,77","297,83"
558,"3,82","146,07",744,"2,68","277,61",471,"3,99","118,05",749,"3,05","245,57",844,"2,73","309,16"
395,"2,48","159,27",736,"2,67","275,66",369,"3,09","119,42",742,"3,10","239,35",784,"2,58","303,88"
564,"3,80","148,42",802,"2,85","281,40",462,"3,89","118,77",501,"2,10","238,57",762,"2,56","297,66"
584,"3,74","156,15",798,"2,87","278,05",460,"3,97","115,87",752,"3,05","246,56",851,"2,64","322,35"
380,"2,57","147,86",533,"1,95","273,33",449,"3,78","118,78",738,"3,15","234,29",851,"2,65","321,13"
570,"3,83","148,83",796,"2,85","279,30",470,"4,04","116,34",505,"2,04","247,55",561,"1,84","304,89"
582,"3,76","154,79",791,"2,92","270,89",463,"4,01","115,46",737,"3,13","235,46",849,"2,69","315,61"
459,"2,93","156,66",525,"1,97","266,50",439,"3,72","118,01",745,"3,08","241,88",842,"2,73","308,42"
578,"3,68","157,07",782,"2,94","265,99",426,"3,74","113,90",571,"2,48","230,24",564,"1,87","301,60"
575,"3,78","152,12",788,"2,92","269,86",473,"4,01","117,96",719,"3,08","233,44",842,"2,73","308,42"
556,"3,50","158,86",519,"2,04","254,41",469,"3,98","117,84",739,"3,11","237,62",843,"2,70","312,22"
590,"3,72","158,60",784,"2,95","265,76",319,"2,72","117,28",700,"2,97","235,69",568,"1,84","308,70"
562,"3,82","147,12",785,"2,94","267,01",464,"3,98","116,58",745,"3,03","245,87",839,"2,73","307,33"
524,"3,59","145,96",605,"2,35","257,45",472,"3,96","119,19",743,"3,11","238,91",844,"2,73","309,16"
527,"3,55","148,45",775,"2,86","270,98",321,"2,66","120,68",691,"2,93","235,84",661,"2,12","311,79"
