ecdsa-secp384,P-384,,ecdsa-secp384,mlkem768,,mldsa65,P-384,,mldsa65,mlkem768,,sphincssha2192fsimple,P-384,,sphincssha2192fsimple,mlkem768,,sphincssha2192ssimple,P-384,,sphincssha2192ssimple,mlkem768,
340,"2,45","138,78",500,"1,43","349,65",577,"2,36","244,49",315,"0,25","1260,00",180,"1,33","135,34",185,"0,88","210,23",24,"0,16","150,00",26,"0,07","371,43"
250,"1,55","161,29",478,"1,36","351,47",327,"1,48","220,95",323,"0,24","1345,83",247,"1,76","140,34",213,"1,00","213,00",23,"0,15","153,33",26,"0,08","325,00"
390,"2,59","150,58",756,"2,17","348,39",368,"1,51","243,71",479,"0,42","1140,48",179,"1,30","137,69",263,"1,25","210,40",25,"0,18","138,89",26,"0,08","325,00"
289,"1,92","150,52",369,"1,03","358,25",217,"0,92","235,87",441,"0,34","1297,06",260,"1,96","132,65",281,"1,14","246,49",24,"0,15","160,00",26,"0,08","325,00"
377,"2,49","151,41",453,"1,39","325,90",611,"2,61","234,10",572,"0,46","1243,48",324,"2,32","139,66",217,"1,00","217,00",23,"0,18","127,78",27,"0,08","337,50"
220,"1,49","147,65",495,"1,44","343,75",426,"1,76","242,05",617,"0,55","1121,82",232,"1,78","130,34",166,"0,76","218,42",25,"0,19","131,58",26,"0,08","325,00"
274,"1,86","147,31",531,"1,51","351,66",469,"1,89","248,15",637,"0,52","1225,00",211,"1,59","132,70",211,"0,86","245,35",25,"0,16","156,25",23,"0,07","328,57"
525,"3,42","153,51",347,"1,10","315,45",449,"1,91","235,08",652,"0,51","1278,43",269,"1,98","135,86",161,"0,67","240,30",26,"0,16","162,50",27,"0,08","337,50"
323,"2,10","153,81",455,"1,26","361,11",311,"1,26","246,83",590,"0,47","1255,32",218,"1,94","112,37",288,"1,22","236,07",25,"0,18","138,89",25,"0,07","357,14"
377,"2,62","143,89",474,"1,35","351,11",316,"1,36","232,35",742,"0,59","1257,63",179,"1,34","133,58",277,"1,19","232,77",22,"0,14","157,14",24,"0,07","342,86"
362,"2,39","151,46",952,"2,72","350,00",376,"1,60","235,00",896,"0,72","1244,44",270,"2,05","131,71",214,"0,90","237,78",22,"0,17","129,41",28,"0,09","311,11"
350,"2,37","147,68",535,"1,71","312,87",229,"1,04","220,19",230,"0,18","1277,78",197,"1,59","123,90",232,"1,06","218,87",24,"0,16","150,00",25,"0,08","312,50"
297,"2,00","148,50",558,"1,61","346,58",590,"2,43","242,80",686,"0,58","1182,76",113,"0,93","121,51",266,"1,09","244,04",22,"0,15","146,67",27,"0,08","337,50"
454,"2,92","155,48",357,"1,10","324,55",558,"2,38","234,45",515,"0,42","1226,19",224,"1,73","129,48",199,"0,87","228,74",23,"0,15","153,33",24,"0,07","342,86"
523,"3,44","152,03",257,"0,85","302,35",570,"2,34","243,59",587,"0,53","1107,55",194,"1,42","136,62",199,"0,87","228,74",23,"0,16","143,75",23,"0,06","383,33"
235,"1,49","157,72",646,"1,86","347,31",398,"1,92","207,29",563,"0,42","1340,48",168,"1,34","125,37",258,"1,11","232,43",21,"0,15","140,00",27,"0,08","337,50"
343,"2,03","168,97",684,"2,15","318,14",280,"1,23","227,64",640,"0,50","1280,00",267,"2,18","122,48",150,"0,64","234,38",25,"0,16","156,25",28,"0,08","350,00"
221,"1,45","152,41",704,"2,00","352,00",463,"1,88","246,28",725,"0,57","1271,93",242,"1,77","136,72",206,"0,94","219,15",25,"0,17","147,06",22,"0,06","366,67"
226,"1,37","164,96",549,"1,60","343,12",367,"1,56","235,26",693,"0,57","1215,79",295,"2,26","130,53",196,"0,83","236,14",24,"0,15","160,00",25,"0,07","357,14"
251,"1,51","166,23",513,"1,44","356,25",632,"2,58","244,96",621,"0,50","1242,00",309,"2,59","119,31",319,"1,34","238,06",24,"0,16","150,00",24,"0,06","400,00"
436,"2,64","165,15",555,"1,70","326,47",421,"1,84","228,80",529,"0,43","1230,23",269,"2,22","121,17",187,"0,80","233,75",25,"0,17","147,06",21,"0,06","350,00"
331,"2,10","157,62",391,"1,11","352,25",469,"2,14","219,16",476,"0,40","1190,00",260,"1,92","135,42",219,"0,90","243,33",26,"0,17","152,94",27,"0,07","385,71"
428,"2,77","154,51",371,"1,10","337,27",410,"1,88","218,09",545,"0,45","1211,11",324,"2,77","116,97",329,"1,41","233,33",24,"0,15","160,00",26,"0,08","325,00"
317,"1,90","166,84",771,"2,19","352,05",377,"1,68","224,40",585,"0,47","1244,68",212,"1,60","132,50",232,"0,99","234,34",24,"0,16","150,00",26,"0,08","325,00"
225,"1,40","160,71",503,"1,42","354,23",446,"1,81","246,41",341,"0,26","1311,54",229,"1,68","136,31",318,"1,30","244,62",22,"0,15","146,67",27,"0,07","385,71"
436,"2,72","160,29",558,"1,59","350,94",493,"2,09","235,89",483,"0,37","1305,41",305,"1,24","245,97",337,"1,46","230,82",24,"0,16","150,00",27,"0,08","337,50"
398,"2,39","166,53",323,"0,92","351,09",307,"1,22","251,64",362,"0,31","1167,74",348,"1,41","246,81",269,"1,14","235,96",23,"0,15","153,33",25,"0,07","357,14"
358,"2,29","156,33",518,"1,55","334,19",392,"1,64","239,02",660,"0,60","1100,00",428,"1,75","244,57",255,"1,10","231,82",25,"0,18","138,89",26,"0,08","325,00"
351,"2,11","166,35",686,"1,94","353,61",421,"1,67","252,10",731,"0,59","1238,98",498,"2,15","231,63",289,"1,27","227,56",23,"0,15","153,33",27,"0,08","337,50"
182,"1,09","166,97",648,"2,10","308,57",234,"0,97","241,24",551,"0,44","1252,27",372,"1,55","240,00",266,"1,10","241,82",24,"0,16","150,00",25,"0,08","312,50"
533,"3,15","169,21",459,"1,37","335,04",329,"1,35","243,70",634,"0,49","1293,88",325,"1,41","230,50",327,"1,37","238,69",23,"0,15","153,33",22,"0,06","366,67"
422,"2,56","164,84",265,"0,79","335,44",361,"1,62","222,84",524,"0,45","1164,44",343,"1,35","254,07",194,"0,86","225,58",25,"0,16","156,25",27,"0,09","300,00"
