ed25519,P-256,,ed25519,X25519,,ed25519,p256_mlkem512,,ed25519,x25519_mlkem512,,ed25519,mlkem512,
358,"0,52","688,46",335,"0,40","837,50",319,"1,08","295,37",240,"0,39","615,38",340,"0,47","723,40"
358,"0,54","662,96",363,"0,45","806,67",327,"1,10","297,27",356,"0,57","624,56",331,"0,46","719,57"
241,"0,35","688,57",363,"0,48","756,25",314,"0,97","323,71",356,"0,57","624,56",361,"0,49","736,73"
362,"0,50","724,00",244,"0,32","762,50",324,"1,08","300,00",240,"0,38","631,58",362,"0,49","738,78"
357,"0,56","637,50",363,"0,45","806,67",326,"1,12","291,07",356,"0,56","635,71",243,"0,34","714,71"
279,"0,42","664,29",361,"0,47","768,09",305,"1,08","282,41",356,"0,58","613,79",362,"0,49","738,78"
351,"0,52","675,00",244,"0,31","787,10",299,"1,01","296,04",280,"0,46","608,70",362,"0,47","770,21"
361,"0,49","736,73",363,"0,47","772,34",326,"1,13","288,50",349,"0,52","671,15",244,"0,34","717,65"
340,"0,50","680,00",363,"0,45","806,67",327,"1,10","297,27",357,"0,57","626,32",362,"0,49","738,78"
357,"0,54","661,11",244,"0,31","787,10",220,"0,74","297,30",340,"0,52","653,85",361,"0,47","768,09"
357,"0,53","673,58",364,"0,46","791,30",325,"1,11","292,79",355,"0,56","633,93",245,"0,32","765,62"
338,"0,43","786,05",362,"0,45","804,44",327,"1,10","297,27",356,"0,57","624,56",361,"0,48","752,08"
332,"0,46","721,74",284,"0,37","767,57",220,"0,76","289,47",335,"0,51","656,86",362,"0,50","724,00"
357,"0,55","649,09",356,"0,46","773,91",324,"1,12","289,29",328,"0,50","656,00",284,"0,40","710,00"
359,"0,53","677,36",363,"0,44","825,00",327,"1,10","297,27",357,"0,55","649,09",353,"0,47","751,06"
240,"0,36","666,67",345,"0,45","766,67",219,"0,75","292,00",356,"0,55","647,27",362,"0,49","738,78"
357,"0,53","673,58",361,"0,44","820,45",325,"1,10","295,45",241,"0,37","651,35",345,"0,46","750,00"
361,"0,48","752,08",363,"0,46","789,13",327,"1,08","302,78",357,"0,58","615,52",358,"0,49","730,61"
241,"0,37","651,35",339,"0,44","770,45",256,"0,86","297,67",356,"0,56","635,71",363,"0,50","726,00"
